FechaAnalisis	Modelo	ArchivoJSON	EstadoJSON	Link	Periódico	Fecha	Titular	Título	Subtítulo	Categoría	cb	cb_score	cb_label	Motivo	RespuestaAgente
2026-05-15T21:30:53	openai/gpt-oss-120b:free	C:\Users\marti\Documents\Codigo-Master-Datos\NLP\ProyectoNLP\ProyectoNLP\agente\data\mediterraneodigital.json	añadida	https://www.mediterraneodigital.com/espana/andalucia/religion-islamica-andalucia	Mediterráneo Digital	2026-05-15	Andalucía dispara un 42% el gasto en educación islámica	Andalucía dispara un 42% el gasto en educación islámica		Nacional	False	0.8	NO Clickbait	El titular informa de un aumento concreto del gasto y no exagera ni crea curiosidad artificial; coincide con el contenido.	Veredicto: NO CLICKBAIT | Confianza: 0.8 | Motivo: El titular informa de un aumento concreto del gasto y no exagera ni crea curiosidad artificial; coincide con el contenido.
2026-05-15T21:31:05	openai/gpt-oss-120b:free	C:\Users\marti\Documents\Codigo-Master-Datos\NLP\ProyectoNLP\ProyectoNLP\agente\data\mediterraneodigital.json	añadida	https://www.mediterraneodigital.com/espana/andalucia/vox-almeria	Mediterráneo Digital	2026-05-15	La campaña de VOX desata la polémica entre la izquierda woke: '¿Qué Almería quieres?'	La campaña de VOX desata la polémica entre la izquierda woke: '¿Qué Almería quieres?'		Nacional	True	0.92	Clickbait	El titular usa lenguaje sensacionalista y pregunta provocadora que no refleja un contenido informativo objetivo, creando curiosidad artificial y polarización.	Veredicto: CLICKBAIT | Confianza: 0.92 | Motivo: El titular emplea lenguaje sensacionalista y una pregunta provocadora que genera curiosidad artificial y polarización, sin corresponderse con un contenido informativo objetivo.
2026-05-15T21:31:15	openai/gpt-oss-120b:free	C:\Users\marti\Documents\Codigo-Master-Datos\NLP\ProyectoNLP\ProyectoNLP\agente\data\mediterraneodigital.json	añadida	https://www.mediterraneodigital.com/espana/andalucia/diego-luis-valle-hormigo	Mediterráneo Digital	2026-05-15	Un concejal comunista crea un puesto de trabajo público, se presenta y obtiene la mejor puntuación	Un concejal comunista crea un puesto de trabajo público, se presenta y obtiene la mejor puntuación		Nacional	False	0.94	NO Clickbait	El titular es descriptivo y refleja el contenido sin exageración ni promesas vagas	Veredicto: NO CLICKBAIT | Confianza: 0.94 | Motivo: El titular describe de forma concreta el hecho sin exageración, sensacionalismo ni promesas vagas, y coincide con el contenido de la noticia.
2026-05-15T21:31:43	openai/gpt-oss-120b:free	C:\Users\marti\Documents\Codigo-Master-Datos\NLP\ProyectoNLP\ProyectoNLP\agente\data\mediterraneodigital.json	añadida	https://www.mediterraneodigital.com/espana/andalucia/plaza-de-toros-algeciras	Mediterráneo Digital	2026-05-15	Los musulmanes exigen celebrar la matanza de corderos en la Plaza de Toros de Algeciras	Los musulmanes exigen celebrar la matanza de corderos en la Plaza de Toros de Algeciras		Nacional	False	0.88	NO Clickbait	El titular es descriptivo y refleja el contenido sin exageración ni promesas vacías; no crea curiosidad artificial ni desajuste entre título y texto.	Veredicto: NO CLICKBAIT | Confianza: 0.88 | Motivo: El titular es descriptivo y refleja el contenido sin exageración ni promesas vacías; no crea curiosidad artificial ni desajuste entre título y texto.
2026-05-15T21:31:53	openai/gpt-oss-120b:free	C:\Users\marti\Documents\Codigo-Master-Datos\NLP\ProyectoNLP\ProyectoNLP\agente\data\mediterraneodigital.json	añadida	https://www.mediterraneodigital.com/espana/andalucia/estacion-crdoba-julio-anguita	Mediterráneo Digital	2026-05-15	El Gobierno pone a la estación de Córdoba el nombre del comunista Julio Anguita	El Gobierno pone a la estación de Córdoba el nombre del comunista Julio Anguita		Nacional	False	0.94	NO Clickbait	El titular es informativo y describe la decisión del Gobierno sin exageración ni promesas vagas; coincide con el contenido.	Veredicto: NO CLICKBAIT | Confianza: 0.94 | Motivo: El titular es informativo y describe la decisión del Gobierno sin exageración ni promesas vagas; coincide con el contenido.
2026-05-15T21:32:07	openai/gpt-oss-120b:free	C:\Users\marti\Documents\Codigo-Master-Datos\NLP\ProyectoNLP\ProyectoNLP\agente\data\mediterraneodigital.json	añadida	https://www.mediterraneodigital.com/internacional/donald-trump-visita-china	Mediterráneo Digital	2026-05-15	EE.UU. y China escenifican una cumbre histórica entre las dos grandes superpotencias mundiales	EE.UU. y China escenifican una cumbre histórica entre las dos grandes superpotencias mundiales	Comercio, tecnología y poder global: los grandes ejes de la cumbre	Internacional	False	0.94	NO Clickbait	El titular es descriptivo y proporcional al contenido; no hay exageración ni promesas vacías.	Veredicto: NO CLICKBAIT | Confianza: 0.94 | Motivo: El titular es descriptivo y proporcional al contenido; no hay exageración, promesas vacías ni discrepancia entre título y texto.
2026-05-15T21:32:23	openai/gpt-oss-120b:free	C:\Users\marti\Documents\Codigo-Master-Datos\NLP\ProyectoNLP\ProyectoNLP\agente\data\mediterraneodigital.json	añadida	https://www.mediterraneodigital.com/internacional/trump-venezuela-estado-51-estados-unidos	Mediterráneo Digital	2026-05-15	Trump quiere convertir Venezuela en el estado 51 de EE.UU.	Trump quiere convertir Venezuela en el estado 51 de EE.UU.	Una “broma” repetida varias veces	Internacional	True	0.92	Clickbait	El titular exagera y promete una anexión improbable, creando curiosidad artificial y no se corresponde con la realidad del contenido, que muestra la idea como una broma o provocación.	Veredicto: CLICKBAIT | Confianza: 0.92 | Motivo: El titular exagera una anexión improbable y genera curiosidad artificial, sin corresponderse con el contenido que trata la declaración como una broma/provocación.
2026-05-15T21:32:35	openai/gpt-oss-120b:free	C:\Users\marti\Documents\Codigo-Master-Datos\NLP\ProyectoNLP\ProyectoNLP\agente\data\mediterraneodigital.json	añadida	https://www.mediterraneodigital.com/internacional/vacuna-hantavirus	Mediterráneo Digital	2026-05-15	El laboratorio Moderna anuncia que está desarrollando una vacuna contra el hantavirus	El laboratorio Moderna anuncia que está desarrollando una vacuna contra el hantavirus		Internacional	False	0.95	NO Clickbait	El título es informativo y coincide con el contenido; no hay sensacionalismo ni promesas vagas.	Veredicto: NO CLICKBAIT | Confianza: 0.95 | Motivo: El título es informativo y coincide con el contenido; no hay sensacionalismo ni promesas vagas.
2026-05-15T21:33:23	openai/gpt-oss-120b:free	C:\Users\marti\Documents\Codigo-Master-Datos\NLP\ProyectoNLP\ProyectoNLP\agente\data\mediterraneodigital.json	añadida	https://www.mediterraneodigital.com/internacional/mali-sahel-yihadismo-amenaza-espana-analisis-seguridad	Mediterráneo Digital	2026-05-15	Mali se desmorona y el Sahel amenaza a Europa: el riesgo real que España sigue ignorando	Mali se desmorona y el Sahel amenaza a Europa: el riesgo real que España sigue ignorando		Internacional	False	0.88	NO Clickbait	El titular es alarmista pero refleja el contenido que analiza la amenaza del Sahel y la falta de atención española, sin promesas vagas ni discrepancia entre título y texto.	Veredicto: NO CLICKBAIT | Confianza: 0.88 | Motivo: El titular es alarmista pero coincide con el contenido, que analiza la amenaza del Sahel y la falta de atención española, sin promesas vagas ni discrepancia entre título y texto.
2026-05-15T21:33:34	openai/gpt-oss-120b:free	C:\Users\marti\Documents\Codigo-Master-Datos\NLP\ProyectoNLP\ProyectoNLP\agente\data\mediterraneodigital.json	añadida	https://www.mediterraneodigital.com/internacional/monjes-budistas-sri-lanka	Mediterráneo Digital	2026-05-15	Arrestan a 22 monjes budistas que llevaban más de 110 kg de cannabis	Arrestan a 22 monjes budistas que llevaban más de 110 kg de cannabis		Internacional	False	0.94	NO Clickbait	Titular informativo y proporcional al contenido, sin exageración ni promesas vagas	Veredicto: NO CLICKBAIT | Confianza: 0.94 | Motivo: El titular es informativo y proporcional al contenido, sin exageración, curiosidad artificial ni promesas vagas.
2026-05-15T21:33:48	openai/gpt-oss-120b:free	C:\Users\marti\Documents\Codigo-Master-Datos\NLP\ProyectoNLP\ProyectoNLP\agente\data\mediterraneodigital.json	añadida	https://www.mediterraneodigital.com/internacional/eeuu-archivos-clasificados-ovnis	Mediterráneo Digital	2026-05-15	Trump anuncia la desclasificación de los archivos secreto de la NASA sobre OVNIs	Trump anuncia la desclasificación de los archivos secreto de la NASA sobre OVNIs		Internacional	True	0.88	Clickbait	El titular exagera y promete desclasificación de archivos secretos de la NASA sobre OVNIs, pero el contenido menciona solo una intención general de liberar información y mezcla temas sin evidencia concreta.	Veredicto: CLICKBAIT | Confianza: 0.88 | Motivo: El titular promete la desclasificación de archivos secretos de la NASA sobre OVNIs, pero el contenido solo menciona una intención vaga de liberar información y combina temas sin evidencia concreta, creando expectativa sensacionalista.
2026-05-15T21:33:59	openai/gpt-oss-120b:free	C:\Users\marti\Documents\Codigo-Master-Datos\NLP\ProyectoNLP\ProyectoNLP\agente\data\mediterraneodigital.json	añadida	https://www.mediterraneodigital.com/internacional/eeuu-fusilamiento-electrocucion-ejecuciones-federales	Mediterráneo Digital	2026-05-15	EE.UU. recomienda recuperar el pelotón de fusilamiento	EE.UU. recomienda recuperar el pelotón de fusilamiento	Problemas con la inyección letal	Internacional	False	0.94	NO Clickbait	Titular y subtítulo informan de forma directa la propuesta del DOJ sin exageración ni promesas vagas; el contenido coincide con lo anunciado.	Veredicto: NO CLICKBAIT | Confianza: 0.94 | Motivo: El titular y subtítulo describen de forma directa la recomendación del Departamento de Justicia de estudiar métodos alternativos de ejecución; el contenido confirma esta información sin exageraciones ni promesas vagas.
2026-05-15T21:34:13	openai/gpt-oss-120b:free	C:\Users\marti\Documents\Codigo-Master-Datos\NLP\ProyectoNLP\ProyectoNLP\agente\data\mediterraneodigital.json	añadida	https://www.mediterraneodigital.com/internacional/trump-evacuado-atentado	Mediterráneo Digital	2026-05-15	Intento de atentado contra Donald Trump en Washington	Intento de atentado contra Donald Trump en Washington		Internacional	False	0.88	NO Clickbait	El titular es informativo y coincide con el contenido; no hay exageración ni promesas vagas.	Veredicto: NO CLICKBAIT | Confianza: 0.88 | Motivo: El titular es informativo y coincide con el contenido; no hay exageración, ambigüedad ni promesas vagas.
2026-05-15T21:34:26	openai/gpt-oss-120b:free	C:\Users\marti\Documents\Codigo-Master-Datos\NLP\ProyectoNLP\ProyectoNLP\agente\data\mediterraneodigital.json	añadida	https://www.mediterraneodigital.com/internacional/eeuu-espana-otan	Mediterráneo Digital	2026-05-15	Estados Unidos plantea expulsar a España de la OTAN	Estados Unidos plantea expulsar a España de la OTAN	Un documento interno con medidas de presión	Internacional	True	0.68	Clickbait	Titular sensacionalista que exagera la amenaza de expulsión sin que exista decisión oficial, creando alarma para atraer clics	Veredicto: CLICKBAIT | Confianza: 0.68 | Motivo: Titular sensacionalista que exagera la amenaza de expulsión sin que exista decisión oficial, creando alarma para atraer clics.
2026-05-15T21:34:43	openai/gpt-oss-120b:free	C:\Users\marti\Documents\Codigo-Master-Datos\NLP\ProyectoNLP\ProyectoNLP\agente\data\mediterraneodigital.json	añadida	https://www.mediterraneodigital.com/internacional/iran-ejecucion-bita-hemmati	Mediterráneo Digital	2026-05-15	Irán prepara la ejecución de Bita Hemmati, la primera mujer condenada a muerte	Irán prepara la ejecución de Bita Hemmati, la primera mujer condenada a muerte	Condenada por “conspirar contra la seguridad nacional”	Internacional	False	0.94	NO Clickbait	El titular y subtítulo son informativos y describen concretamente el caso sin exageración ni promesas vagas; el contenido coincide con lo anunciado.	Veredicto: NO CLICKBAIT | Confianza: 0.94 | Motivo: El titular y subtítulo son informativos y describen concretamente el caso sin exageración ni promesas vagas; el contenido coincide con lo anunciado.
2026-05-15T21:34:51	openai/gpt-oss-120b:free	C:\Users\marti\Documents\Codigo-Master-Datos\NLP\ProyectoNLP\ProyectoNLP\agente\data\mediterraneodigital.json	añadida	https://www.mediterraneodigital.com/internacional/trump-bloqueo-estrecho-ormuz-iran	Mediterráneo Digital	2026-05-15	Donald Trump ordena el bloqueo del estrecho de Ormuz tras fracasar las negociaciones con Irán	Donald Trump ordena el bloqueo del estrecho de Ormuz tras fracasar las negociaciones con Irán	Orden de bloqueo y advertencia a Irán	Internacional	True	0.88	Clickbait	Titular sensacionalista y exagerado que promete una acción extrema (bloqueo del estrecho) sin respaldo claro en el contenido y con tono de curiosidad artificial.	Veredicto: CLICKBAIT | Confianza: 0.88 | Motivo: Titular sensacionalista y exagerado que promete una acción extrema (bloqueo del estrecho) sin respaldo claro en el contenido y con tono de curiosidad artificial.
2026-05-15T21:35:32	openai/gpt-oss-120b:free	C:\Users\marti\Documents\Codigo-Master-Datos\NLP\ProyectoNLP\ProyectoNLP\agente\data\mediterraneodigital.json	añadida	https://www.mediterraneodigital.com/internacional/israel-espana-gaza	Mediterráneo Digital	2026-05-15	Israel amenaza a España: «Pagarán un precio inmediato»	Israel amenaza a España: «Pagarán un precio inmediato»	Acusaciones directas del Gobierno israelí	Internacional	True	0.88	Clickbait	Titular sensacionalista y ambiguo que promete una amenaza sin detallar, creando curiosidad artificial y exagerando la gravedad respecto al contenido.	Veredicto: CLICKBAIT | Confianza: 0.88 | Motivo: Titular sensacionalista y ambiguo que promete una amenaza sin detallar, creando curiosidad artificial y exagerando la gravedad respecto al contenido.
2026-05-15T21:35:45	openai/gpt-oss-120b:free	C:\Users\marti\Documents\Codigo-Master-Datos\NLP\ProyectoNLP\ProyectoNLP\agente\data\mediterraneodigital.json	añadida	https://www.mediterraneodigital.com/internacional/eeuu-iran-alto-al-fuego	Mediterráneo Digital	2026-05-15	EE.UU. e Irán llegan a un acuerdo y Trump anuncia un alto al fuego de 15 días	EE.UU. e Irán llegan a un acuerdo y Trump anuncia un alto al fuego de 15 días	El Estrecho de Ormuz, condición clave del acuerdo	Internacional	False	0.92	NO Clickbait	Titular informativo y proporcional al contenido, sin exageración ni promesas vagas	Veredicto: NO CLICKBAIT | Confianza: 0.92 | Motivo: El titular informa de forma concreta el acuerdo y el alto al fuego, sin exageración, ambigüedad ni promesas vagas; coincide con el contenido de la noticia.
2026-05-15T21:35:58	openai/gpt-oss-120b:free	C:\Users\marti\Documents\Codigo-Master-Datos\NLP\ProyectoNLP\ProyectoNLP\agente\data\mediterraneodigital.json	añadida	https://www.mediterraneodigital.com/internacional/trump-amenaza-civilizacion-bombardeo-iran	Mediterráneo Digital	2026-05-15	Trump: «Toda una civilización morirá esta noche»	Trump: «Toda una civilización morirá esta noche»	Jark, el corazón del petróleo iraní	Internacional	True	0.96	Clickbait	Titular sensacionalista y exagerado que promete una catástrofe civilizacional sin respaldo en el contenido, creando curiosidad artificial.	Veredicto: CLICKBAIT | Confianza: 0.96 | Motivo: Titular sensacionalista y exagerado que promete una catástrofe civilizacional sin respaldo en el contenido, creando curiosidad artificial.
2026-05-15T21:36:10	openai/gpt-oss-120b:free	C:\Users\marti\Documents\Codigo-Master-Datos\NLP\ProyectoNLP\ProyectoNLP\agente\data\mediterraneodigital.json	añadida	https://www.mediterraneodigital.com/internacional/pedro-sanchez-denuncia-haya-iran-crimenes-guerra	Mediterráneo Digital	2026-05-15	Judíos llevan a Pedro Sánchez ante La Haya por crímenes de guerra	Judíos llevan a Pedro Sánchez ante La Haya por crímenes de guerra	Exportaciones a Irán bajo el foco internacional	Internacional	True	0.94	Clickbait	El titular exagera y atribuye la acción a 'Judíos', creando sensacionalismo y no refleja con precisión el contenido centrado en una ONG israelí y la denuncia ante la CPI.	Veredicto: CLICKBAIT | Confianza: 0.94 | Motivo: El titular es sensacionalista y exagerado, menciona “Judíos” y sugiere una acción judicial directa contra Pedro Sánchez, mientras que el contenido se centra en una denuncia de una ONG israelí ante la CPI y en exportaciones de doble uso, creando un desajuste entre titular y contenido.
2026-05-15T21:36:33	openai/gpt-oss-120b:free	C:\Users\marti\Documents\Codigo-Master-Datos\NLP\ProyectoNLP\ProyectoNLP\agente\data\lavanguardia.json	añadida	https://www.lavanguardia.com/politica/20260515/11538703/abstencion-enemigo-numero-campana.html	La Vanguardia	2026-05-15	La abstención, enemigo número uno de la campaña	La abstención, enemigo número uno de la campaña	En la barra del restaurante La Isla, de Sevilla, se reunían al mediodía unos caballeros. Gente de bien que con toda probabilidad –uno siempre se puede llevar sorpresas– reunían el característico fenotipo del votante del Partido Popular. Aguzando el oído y mientras esperaba al comensal, uno podía hacerse la idea del programa de este fin de semana. La mayoría se pasarían por la elegante e inigualable feria del Caballo de Jerez.	Nacional	False	0.92	NO Clickbait	El titular es informativo y describe el tema central (la abstención) que se desarrolla en el artículo sin exageración ni promesas vacías.	Veredicto: NO CLICKBAIT | Confianza: 0.92 | Motivo: El titular es informativo y describe el tema central (la abstención) que se desarrolla en el artículo sin exageración, promesas vacías ni discrepancia con el contenido.
2026-05-15T21:36:47	openai/gpt-oss-120b:free	C:\Users\marti\Documents\Codigo-Master-Datos\NLP\ProyectoNLP\ProyectoNLP\agente\data\lavanguardia.json	añadida	https://www.lavanguardia.com/politica/20260515/11539034/illa-responde-ayuso-california-mal-salimos-mundo-respeto.html	La Vanguardia	2026-05-15	Illa responde a Ayuso desde California: “Menos mal que algunos salimos al mundo con respeto”	Illa responde a Ayuso desde California: “Menos mal que algunos salimos al mundo con respeto”	El president de la Generalitat, poco dado a entrar al trapo ante las críticas políticas que le puedan verter otros dirigentes políticos, ha tenido a bien, esta vez, replicar las que lanzó ayer la presidenta de la Comunidad de Madrid, Isabel Díaz Ayuso, desde la Asamblea de Madrid, a la vuelta de su polémico viaje por México. “Cada uno tiene un estilo de hacer las cosas, pero menos mal que algunos vamos por el mundo con educación, con respeto”, respondió Illa, diferenciando así las formas con que él afronta su viaje por California de las empleadas por Ayuso en su estancia en el país centroamericano.	Nacional	False	0.92	NO Clickbait	El titular informa de la respuesta de Illa a Ayuso sin exagerar ni crear curiosidad artificial; coincide con el contenido que reproduce la declaración y no promete revelaciones inexistentes.	Veredicto: NO CLICKBAIT | Confianza: 0.92 | Motivo: El titular informa de la respuesta de Illa a Ayuso sin exagerar ni crear curiosidad artificial; coincide con el contenido que reproduce la declaración y no promete revelaciones inexistentes.
2026-05-15T21:36:55	openai/gpt-oss-120b:free	C:\Users\marti\Documents\Codigo-Master-Datos\NLP\ProyectoNLP\ProyectoNLP\agente\data\lavanguardia.json	añadida	https://www.lavanguardia.com/politica/20260515/11538700/incognitas-dejado-resolver-juicio-pujol.html	La Vanguardia	2026-05-15	Las incógnitas que ha dejado sin resolver el juicio contra los Pujol	Las incógnitas que ha dejado sin resolver el juicio contra los Pujol	A las 13.49 de ayer, 14 de mayo, quedó visto para sentencia el juicio contra la familia Pujol y nueve empresarios que supuestamente les pagaron comisiones a cambio de obra pública. 38 sesiones de vista oral, en las que han comparecido más de 200 testigos y peritos. El juicio se cierra 3.685 días después de la visita de Victoria Álvarez, la examante de Jordi Pujol Ferrusola, al complejo policial de Canillas, acompañada por la “policía patriótica”, en la que explica que ella ha visto con sus propios ojos cómo Pujol Ferrusola llevaba a Andorra bolsas con dinero en efectivo. Es el 13 de diciembre de 2012. La investigación policial que arranca entonces, que estuvo parada hasta que El Mundo publicó diecisiete meses después información sobre cuentas de los Pujol en Banca Privada d’Andorra (BPA) supuestamente obtenida por la policía española, acabó con toda la familia imputada, así como diez empresarios; desde que arrancó la vista en noviembre pasado falleció uno de ellos, Carles Vilarrubí, y el expresident Pujol quedó exonerado por cuestiones de salud. El resto espera sentencia, posiblemente a finales de julio, según fuentes jurídicas. Todos los acusados piden su libre absolución. Unas 200 horas de vista oral no han despejado muchas de las dudas del caso.	Nacional	False	0.94	NO Clickbait	El titular es informativo y describe el contenido sin exageración ni promesas vacías; el artículo desarrolla los hechos del juicio sin crear curiosidad artificial.	Veredicto: NO CLICKBAIT | Confianza: 0.94 | Motivo: El titular es informativo y describe el contenido sin exageración ni promesas vacías; el artículo desarrolla los hechos del juicio sin crear curiosidad artificial.
