FechaAnalisis	Modelo	ArchivoJSON	EstadoJSON	ArchivoTitulosSinClickbait	EstadoTitulosSinClickbait	Link	Periódico	Fecha	Titular	Título	Subtítulo	Categoría	cb	cb_score	cb_label	TituloSinClickbait	Motivo	RespuestaAgente
2026-05-18T21:07:04	openai/gpt-oss-120b:free	C:\Users\marti\Documents\Codigo-Master-Datos\NLP\ProyectoNLP\ProyectoNLP\agente\data\elconfidencial.json	añadida	C:\Users\marti\Documents\Codigo-Master-Datos\NLP\ProyectoNLP\ProyectoNLP\agente\titulos_sin_clickbait\elconfidencial.json	no aplica: la noticia no es clickbait	https://www.elconfidencial.com/espana/2026-04-30/talento-mercado-laboral-skills-desarrollo-bra_4347220/	El Confidencial	2026-04-30	III foro 'Talento, el valor de nuestro país', en imágenes	III foro 'Talento, el valor de nuestro país', en imágenes	El Confidencial ha celebrado el evento 'España como motor de la competitividad europea’ en el que se han puesto en valor los sectores y capacidades que nos hacen competitivos en el mercado europeo, así como la manera de potenciarlos y desarrollarlos	Nacional	False	0.94	NO Clickbait		El titular es descriptivo y factual, indica el evento y su temática sin exageración ni promesas vagas.	Veredicto: NO CLICKBAIT | Confianza: 0.94 | Título sin clickbait: (no procede) | Motivo: El titular es descriptivo y factual, indica el evento y su temática sin exageración ni promesas vagas.
2026-05-18T21:07:42	openai/gpt-oss-120b:free	C:\Users\marti\Documents\Codigo-Master-Datos\NLP\ProyectoNLP\ProyectoNLP\agente\data\elconfidencial.json	añadida	C:\Users\marti\Documents\Codigo-Master-Datos\NLP\ProyectoNLP\ProyectoNLP\agente\titulos_sin_clickbait\elconfidencial.json	no aplica: la noticia no es clickbait	https://www.elconfidencial.com/espana/comunidad-valenciana/2026-04-23/historia-de-una-reconstruccion-sumando-energias-bra_4332922/	El Confidencial	2026-04-23	Historia de una reconstrucción: 'Sumando Energías por Valencia'	Historia de una reconstrucción: 'Sumando Energías por Valencia'	Hemos querido, junto con Fundación Naturgy, contar en tres reportajes la historia tras este proceso de reconstrucción a través de los datos y la voz de sus protagonistas	Nacional	False	0.94	NO Clickbait		El titular es descriptivo y coincide con el contenido; no usa exageración, suspenso ni promesas vagas.	Veredicto: NO CLICKBAIT | Confianza: 0.94 | Título sin clickbait: — | Motivo: El titular es descriptivo y coincide con el contenido; no usa exageración, suspenso ni promesas vagas.
2026-05-18T21:08:28	openai/gpt-oss-120b:free	C:\Users\marti\Documents\Codigo-Master-Datos\NLP\ProyectoNLP\ProyectoNLP\agente\data\elconfidencial.json	añadida	C:\Users\marti\Documents\Codigo-Master-Datos\NLP\ProyectoNLP\ProyectoNLP\agente\titulos_sin_clickbait\elconfidencial.json	no aplica: la noticia no es clickbait	https://www.elconfidencial.com/espana/madrid/2026-04-12/no-el-guernica-no-puede-ni-debe-salir-de-madrid_4334993/	El Confidencial	2026-04-12	No, el Guernica no puede ni debe salir de Madrid	No, el Guernica no puede ni debe salir de Madrid	"Y no por razones sentimentales ni porque sea una ""catetada"", como ha dicho Ayuso, sino por argumentos museísticos, simbólicos y de estricta seguridad y conservación"	Nacional	False	0.92	NO Clickbait		El titular es informativo y refleja el contenido, sin exageración ni promesas vagas.	Veredicto: NO CLICKBAIT | Confianza: 0.92 | Título sin clickbait: (no aplica) | Motivo: El titular es informativo y refleja el contenido, sin exageración ni promesas vagas.
2026-05-18T21:09:09	openai/gpt-oss-120b:free	C:\Users\marti\Documents\Codigo-Master-Datos\NLP\ProyectoNLP\ProyectoNLP\agente\data\elconfidencial.json	añadida	C:\Users\marti\Documents\Codigo-Master-Datos\NLP\ProyectoNLP\ProyectoNLP\agente\titulos_sin_clickbait\elconfidencial.json	añadida	https://www.elconfidencial.com/espana/madrid/2026-03-29/por-que-ayuso-es-isabel-la-catolica_4327126/	El Confidencial	2026-03-29	Por qué Ayuso es Isabel... la Católica	Por qué Ayuso es Isabel... la Católica	El énfasis católico de la presidenta abjura de su periodo agnóstico, responde a la batalla cultural y le hace la competencia a Vox en el recelo al Islam, en las políticas confesionales y en la versión eufórica del colonialismo	Nacional	True	0.95	Clickbait	Ayuso adopta un discurso confesional comparable al de Isabel la Católica, según el análisis del artículo	El titular usa comparación sensacionalista y suspenso con puntos suspensivos, exagerando la analogía sin justificarla en el contenido.	Veredicto: CLICKBAIT | Confianza: 0.95 | Título sin clickbait: Ayuso adopta un discurso confesional comparable al de Isabel la Católica, según el análisis del artículo | Motivo: El titular usa una comparación sensacionalista y suspenso con puntos suspensivos, exagerando la analogía sin justificarla en el contenido.
2026-05-18T21:09:36	openai/gpt-oss-120b:free	C:\Users\marti\Documents\Codigo-Master-Datos\NLP\ProyectoNLP\ProyectoNLP\agente\data\elconfidencial.json	añadida	C:\Users\marti\Documents\Codigo-Master-Datos\NLP\ProyectoNLP\ProyectoNLP\agente\titulos_sin_clickbait\elconfidencial.json	no aplica: la noticia no es clickbait	https://www.elconfidencial.com/espana/madrid/2026-03-22/un-madrileno-en-madrid-con-disfraz-de-turista_4322711/	El Confidencial	2026-03-22	Un madrileño en Madrid con disfraz de turista	Un madrileño en Madrid con disfraz de turista	Resulta atractiva la experiencia de visitar la propia ciudad con una mirada extranjera, durmiendo en un hotel incluso y accediendo a El Prado como si fuera la primera vez	Nacional	False	0.92	NO Clickbait		El titular es descriptivo y no exagera ni crea curiosidad artificial; refleja fielmente el contenido sobre un madrileño que se hace pasar por turista.	Veredicto: NO CLICKBAIT | Confianza: 0.92 | Título sin clickbait: (no procede) | Motivo: El titular es descriptivo y no exagera ni genera curiosidad artificial; refleja fielmente el contenido sobre un madrileño que se hace pasar por turista.
2026-05-18T21:10:24	openai/gpt-oss-120b:free	C:\Users\marti\Documents\Codigo-Master-Datos\NLP\ProyectoNLP\ProyectoNLP\agente\data\elconfidencial.json	añadida	C:\Users\marti\Documents\Codigo-Master-Datos\NLP\ProyectoNLP\ProyectoNLP\agente\titulos_sin_clickbait\elconfidencial.json	añadida	https://www.elconfidencial.com/cultura/2026-05-18/aparece-museo-militar-cartagena-canon-uso-clint-eastwood-bueno-feo-malo_4357161/	El Confidencial	2026-05-18	Aparece por sorpresa en un museo militar de Cartagena el cañón que usó Clint Eastwood en 'El bueno, el feo y el malo'	Aparece por sorpresa en un museo militar de Cartagena el cañón que usó Clint Eastwood en 'El bueno, el feo y el malo'	El Museo Histórico Militar de Cartagena ha identificado el cañón Whitworth real que Clint Eastwood utilizó en el clímax de 'El bueno, el feo y el malo', consolidando a la ciudad dentro de la mítica ruta del wéstern	Cultura	True	0.78	Clickbait	El Museo Histórico Militar de Cartagena identifica el cañón Whitworth usado por Clint Eastwood en el clímax de 'El bueno, el feo y el malo'	El titular usa expresiones sensacionalistas ('aparece por sorpresa') y genera curiosidad artificial sin aportar información clave, aunque el contenido coincide con el hecho.	Veredicto: CLICKBAIT | Confianza: 0.78 | Título sin clickbait: El Museo Histórico Militar de Cartagena identifica el cañón Whitworth usado por Clint Eastwood en el clímax de “El bueno, el feo y el malo”. | Motivo: El titular emplea expresiones sensacionalistas (“aparece por sorpresa”) y crea curiosidad artificial sin aportar información clave, aunque el contenido coincide con el hecho.
2026-05-18T21:10:59	openai/gpt-oss-120b:free	C:\Users\marti\Documents\Codigo-Master-Datos\NLP\ProyectoNLP\ProyectoNLP\agente\data\elconfidencial.json	añadida	C:\Users\marti\Documents\Codigo-Master-Datos\NLP\ProyectoNLP\ProyectoNLP\agente\titulos_sin_clickbait\elconfidencial.json	no aplica: la noticia no es clickbait	https://www.elconfidencial.com/cultura/cine/2026-05-18/james-franco-escondido-regreso-cannes-1qrt_4356873/	El Confidencial	2026-05-18	"James Franco, actor y director de cine, 48 años: ""No es cierto que me haya estado escondiendo"""	"James Franco, actor y director de cine, 48 años: ""No es cierto que me haya estado escondiendo"""	El intérprete de 'Spider-Man', que pasó por la alfombra roja de la inauguración del Festival de Cannes, prepara su regreso a Hollywood con una próxima película de gran estudio	Cultura	False	0.94	NO Clickbait		El titular informa directamente la negación de Franco sobre estar escondido, sin exageración ni promesas vagas, y coincide con el contenido de la entrevista.	Veredicto: NO CLICKBAIT | Confianza: 0.94 | Título sin clickbait: — | Motivo: El titular informa directamente la negación de Franco sobre estar escondido, sin exageración ni promesas vagas, y coincide con el contenido de la entrevista.
2026-05-18T21:12:14	openai/gpt-oss-120b:free	C:\Users\marti\Documents\Codigo-Master-Datos\NLP\ProyectoNLP\ProyectoNLP\agente\data\elconfidencial.json	añadida	C:\Users\marti\Documents\Codigo-Master-Datos\NLP\ProyectoNLP\ProyectoNLP\agente\titulos_sin_clickbait\elconfidencial.json	añadida	https://www.elconfidencial.com/cultura/2026-05-18/reverte-mejor-libro-piratas-1qrt_4356944/	El Confidencial	2026-05-18	"""Es la mejor novela de piratas que leí en mi vida"": el libro que recomienda Pérez Reverte"	"""Es la mejor novela de piratas que leí en mi vida"": el libro que recomienda Pérez Reverte"	Duelos con espada, traiciones, persecuciones y batallas navales forman parte de un género que marca generaciones enteras	Cultura	True	0.85	Clickbait	Arturo Pérez-Reverte recomienda una novela de piratas	El titular usa superlativo personal y lenguaje sensacionalista que busca generar curiosidad exagerada, sin aportar información objetiva sobre el libro.	Veredicto: CLICKBAIT | Confianza: 0.85 | Título sin clickbait: Arturo Pérez Reverte recomienda una novela de piratas | Motivo: El titular emplea un superlativo personal y un tono sensacionalista que busca generar curiosidad exagerada, sin ofrecer información objetiva sobre el libro.
2026-05-18T21:12:53	openai/gpt-oss-120b:free	C:\Users\marti\Documents\Codigo-Master-Datos\NLP\ProyectoNLP\ProyectoNLP\agente\data\elconfidencial.json	añadida	C:\Users\marti\Documents\Codigo-Master-Datos\NLP\ProyectoNLP\ProyectoNLP\agente\titulos_sin_clickbait\elconfidencial.json	no aplica: la noticia no es clickbait	https://www.elconfidencial.com/cultura/2026-05-18/busqueda-zerzura-oasis-sahara-obsesiono-conde-almasy-80-anos_4353230/	El Confidencial	2026-05-18	A la búsqueda de Zerzura, el oasis del Sáhara que obsesionó al conde Almásy hace 80 años	A la búsqueda de Zerzura, el oasis del Sáhara que obsesionó al conde Almásy hace 80 años	Fue el protagonista de la novela y la película 'El paciente inglés' y este año una expedición amparada por la Sociedad Geográfica Española ha tratado de seguir sus pasos en Chad	Cultura	False	0.92	NO Clickbait		El titular es informativo y describe el tema (expedición al oasis Zerzura y su vínculo con el conde Almásy) sin exageración ni promesas vacías.	Veredicto: NO CLICKBAIT | Confianza: 0.92 | Título sin clickbait: (no procede) | Motivo: El titular describe de forma clara y concreta la expedición al oasis Zerzura y su relación con el conde Almásy, sin exageraciones, promesas vagas ni discrepancia con el contenido.
2026-05-18T21:13:32	openai/gpt-oss-120b:free	C:\Users\marti\Documents\Codigo-Master-Datos\NLP\ProyectoNLP\ProyectoNLP\agente\data\elconfidencial.json	añadida	C:\Users\marti\Documents\Codigo-Master-Datos\NLP\ProyectoNLP\ProyectoNLP\agente\titulos_sin_clickbait\elconfidencial.json	no aplica: la noticia no es clickbait	https://www.elconfidencial.com/cultura/2026-05-18/ultiimos-dias-american-history-x-netflix-1qrt_4355657/	El Confidencial	2026-05-18	Últimos días para verla en Netflix: la película de los 90 nominada a los Oscars con notable en FilmAffinity	Últimos días para verla en Netflix: la película de los 90 nominada a los Oscars con notable en FilmAffinity	Continúa generando debate por su retrato descarnado del odio, la violencia y la radicalización juvenil	Cultura	False	0.92	NO Clickbait		El titular informa de forma concreta la fecha límite, la nominación y la valoración sin exageración ni promesas vagas.	Veredicto: NO CLICKBAIT | Confianza: 0.92 | Título sin clickbait: | Motivo: El titular informa de forma concreta la fecha límite, la nominación y la valoración sin exageración ni promesas vagas.
2026-05-18T21:14:10	openai/gpt-oss-120b:free	C:\Users\marti\Documents\Codigo-Master-Datos\NLP\ProyectoNLP\ProyectoNLP\agente\data\elconfidencial.json	añadida	C:\Users\marti\Documents\Codigo-Master-Datos\NLP\ProyectoNLP\ProyectoNLP\agente\titulos_sin_clickbait\elconfidencial.json	añadida	https://www.elconfidencial.com/cultura/2026-05-17/corridas-de-toros-en-el-central-park-de-nueva-york-y-junto-a-la-torre-eiffel-de-paris_4353703/	El Confidencial	2026-05-17	¿Corridas de toros en el Central Park de Nueva York? ¿Una plaza junto a la torre Eiffel? Pues sí	¿Corridas de toros en el Central Park de Nueva York? ¿Una plaza junto a la torre Eiffel? Pues sí	La tauromaquia está llena de episodios sorprendentes y personajes insólitos. Francisco Gordón Suárez relata varios en su libro 'Eso no estaba en mi libro de historia de la tauromaquia', del que publicamos un fragmento	Cultura	True	0.96	Clickbait	En 1880 se organizó una corrida de toros en Central Park, Nueva York	El titular usa preguntas sensacionalistas y sorpresa exagerada que no refleja el tono histórico del artículo, creando curiosidad artificial.	Veredicto: CLICKBAIT | Confianza: 0.96 | Título sin clickbait: En 1880 se organizó una corrida de toros en Central Park, Nueva York | Motivo: El titular emplea preguntas sensacionalistas y un tono de sorpresa exagerada que no se corresponde con el contenido histórico y descriptivo del artículo, creando curiosidad artificial.
2026-05-18T21:15:02	openai/gpt-oss-120b:free	C:\Users\marti\Documents\Codigo-Master-Datos\NLP\ProyectoNLP\ProyectoNLP\agente\data\elconfidencial.json	añadida	C:\Users\marti\Documents\Codigo-Master-Datos\NLP\ProyectoNLP\ProyectoNLP\agente\titulos_sin_clickbait\elconfidencial.json	no aplica: la noticia no es clickbait	https://www.elconfidencial.com/cultura/cine/2026-05-17/hugh-jackman-xmen-ovejas-detectives-falta-respeto-1qrt_4354372/	El Confidencial	2026-05-17	"Hugh Jackman, sobre el rodaje de 'X-Men': ""Ahora hay mucha menos tolerancia hacia la falta de respeto, el acoso y cualquier comportamiento opresivo"""	"Hugh Jackman, sobre el rodaje de 'X-Men': ""Ahora hay mucha menos tolerancia hacia la falta de respeto, el acoso y cualquier comportamiento opresivo"""	El intérprete, que hoy puede verse en cines en 'Las ovejas detectives', se pronunció acerca de los rumores de la actitud del director Bryan Singer a comienzos del milenio	Cultura	False	0.94	NO Clickbait		El titular es descriptivo y refleja fielmente el contenido, sin exageración ni promesas vagas.	Veredicto: NO CLICKBAIT | Confianza: 0.94 | Título sin clickbait: — | Motivo: El titular es descriptivo y refleja fielmente el contenido, sin exageración ni promesas vagas.
